# Skeleton adjudication ledger — the VALIDITY gate. TAB-separated, 4 fields:
#   sentence <TAB> skeleton (sense-erased) <TAB> verdict <TAB> evidence
#
# Run `scripts/audit-skeletons.sh` to check coverage; it FAILS while anything is unadjudicated and
# writes a worksheet of the missing rows with `--worksheet`.
#
# WHY THIS EXISTS, SEPARATELY FROM expected-readings.tsv. That file gates FAITHFULNESS — the correct
# reading is still present — and says nothing about the other readings, so a unit can pass it while
# carrying invalid ones. Nothing checked those. An informal review of them on 2026-07-28 produced
# impressions rather than findings: it SAMPLED (`sort -u | head -6`) instead of enumerating, drifted
# between the two questions, and had no stated admissibility criterion, so "looks wrong" stood in for
# three different verdicts. One claim from that pass was wrong on inspection (the PARP-1 unit was
# called all-flat; 8 of its 10 readings are nested). This ledger is the correction: one row per
# skeleton, a verdict, and the evidence.
#
# VERDICTS — exactly one of:
#   correct    the intended reading. At most one per unit; it is also the pin.
#   available  structurally available and NOT the grammar's to refuse — semantically false, or true
#              but dispreferred. A PP that may attach high or low yields one `correct` and one
#              `available`. Ranking's problem.
#   invalid    the grammar should not produce it. Evidence MUST establish inadmissibility under EVERY
#              sense assignment, and name the rule that should block it. This is the defect backlog.
#
# The `available`/`invalid` line decides rule-change vs ranking-change, so argue over it. A merely
# false reading is `available`. The germline family qualified as `invalid` because "MSH6 causes Lynch
# syndrome" is false whether MSH6 denotes the gene or the protein — no sense assignment rescues it.
#

# Seeded 2026-07-28 with ONLY the verdicts established by evidence at the time; the remainder is
# deliberately left unadjudicated rather than bulk-filled, so the gate reports the real state.
# Skeleton strings are copied VERBATIM from the worksheet - a first attempt typed them by hand and all
# rows registered as stale, which is what the (unit, skeleton) key is for.
We hypothesized that other DNA repair defects would give rise to synthetic-lethal relationships.	And(§(Would(§(kind_of(ΣG#0:§. And(compound_kind(G#0, §), gt(§(G#0), §))))), speaker), prep_to(speaker, kind_of(ΣG#0:§. gt(§(G#0), §))))	invalid	invalid 2026-07-30 (audit): a FINITE-CLAUSE SCOPE-ISLAND violation. The `to`-PP escapes the `that`-clause AND the `Would` modal and attaches to the MATRIX subject: `And(hypothesize(Would(give_rise(defects)), speaker), prep_to(speaker, relationships))` — asserting `we to a synthetic-lethal relationship`. The pin keeps it inside: `hypothesize(Would(And(give_rise(defects), prep_to(defects, relationships))), speaker)`. MECHANISM, and it is STRUCTURAL — which is what distinguishes this row from its former sibling: a constituent inside a finite complement clause may not attach to a constituent of the matrix. That is checkable from the derivation alone, needs no lexical governance fact, and holds under every sense assignment — `prep_to(speaker, …)` predicates the speaker directly, and no sense of `we` makes `we to a relationship` a licensed claim. The governance argument (`give rise to` subcategorizes `to`) is TRUE and was the original justification, but it is no longer load-bearing: «This impairment can lead to dependence on specific repair proteins.» was downgraded to `available` on 2026-07-30 precisely because governance was its ONLY support and noun governance is recorded nowhere the parser consults. This row survives on the clause boundary alone. The same island already has an enforcement precedent one level down — `negation_scope_blocks_adjunct_escape` refuses a VP-adjunct attaching above a scope-bearing operator; this is that refusal applied to a clause boundary rather than to negation.
We queried dependencies in cancers with MSI.	§(kind_of(ΣG#0:§. And(prep_in(G#0, kind_of(§)), prep_with(G#0, kind_of(§)))), speaker)	available	available 2026-07-29 (audit): count-vs-mass on `cancer` only: `kind_of(§)` for the count reading against the mass one. Same structure as the pin otherwise.
WRN was dispensable in models of microsatellite-stable cancers.	And(gt(§(§), §), prep_in(§, kind_of(ΣG#0:§. prep_of(G#0, kind_of(ΣG#1:§. gt(§(G#1), §))))))	available	available 2026-07-29 (audit): the SENSE axis, not structure. Identical to the pin except WRN realises as the HGNC-symboled `WRN gene` (a named individual -> bare) instead of `WRN protein, human` (class -> kind_of). The pin's own note adjudicates the STRUCTURE (circumstantial `in` adjunct); which WRN sense fills it is the sense-blind-pin issue recorded in b89db11.
We ascertained MSI status with sequencing.	§(kind_of(ΣG#0:§. And(compound_kind(G#0, §), prep_with(G#0, kind_of(§)))), speaker)	available	available 2026-07-29 (audit): PP attachment: `with sequencing` nested INSIDE the object NP (`MSI status with sequencing`) rather than as the VP-adjunct the pin takes. The same axis as the six PP-attachment pins in 86db1fd.
WRN encodes a RecQ DNA helicase.	§(kind_of(ΣG#0:§. is_a(G#0, §)), §)	available	available 2026-07-29 (audit): `RecQ DNA helicase` as a three-way compound (the pin) against `DNA helicase` apposed with `is_a` to `RecQ helicase`. Both are the grammar's compound devices; ranking's problem.
The four other RecQ DNA helicases were not preferentially essential in MSI cell lines.	And(gt(§(the(ΣG#0:§. compound_kind(G#0, ΣG#1:§. compound_kind(G#1, ΣG#2:§. compound_kind(G#2, §)))).1), §), prep_in(the(ΣG#0:§. compound_kind(G#0, ΣG#1:§. compound_kind(G#1, ΣG#2:§. compound_kind(G#2, §)))).1, kind_of(ΣG#0:§. compound_kind(G#0, §)))) → False	available	available 2026-07-29 (audit): WIDE-scope negation — the pin takes the narrow one. The pin asserts the locative frame (`in MSI cell lines, they were not preferentially essential`); this negates the whole conjunction, which does not assert the frame. NOTE on why the escape is licit here at all: `negation_scope_blocks_adjunct_escape` forbids the `→ False, prep_` shape, but its sentence has a GOVERNED `respond to`; `essential IN cell lines` is CIRCUMSTANTIAL, the distinction the WRN-dispensable pin note draws. That guard's filter is coarser than its own rationale — adding a circumstantial adjunct to its sentence would make it false-positive.
MSI is most commonly observed in colorectal, endometrial, gastric and ovarian cancers.	And(§(kind_of(§)), prep_in(kind_of(§), kind_of(ΣG#0:§. Or(Or(Or(§(G#0), §(G#0)), §(G#0)), §(G#0)))))	available	available 2026-07-29 (audit): the TRANSPARENT-adverb reading: identical to the pin minus the `gt(…, std)` degree for `most commonly`. The grammar SUPPORTS this deliberately — see the guard `transparent_ly_adverb_is_recognized_and_does_not_change_the_claim` — so an adverb contributing no degree is a designed reading, not a defect.
We also identified MSI cell lines from rare lineages.	And(§(kind_of(ΣG#0:§. compound_kind(G#0, §)), speaker), prep_from(speaker, kind_of(ΣG#0:§. gt(§(G#0), §))))	available	available 2026-07-29 (audit): PP attachment: `from rare lineages` as a VP-adjunct on the subject rather than nested into the object NP (the pin). The same axis as the six PP-attachment pins in 86db1fd.
Synthetic lethality is an interaction between two genetic events.	is_a(kind_of(§), ΣG#0:§. ΠG#1:Prop. ΠG#2:ΣG#2:§. §(G#2). prep_between(G#0, G#2.1) → G#1 → G#1)	available	available 2026-07-29 (audit): the pin's structure with the `between` restrictor encoded as a CPS relative body (`ΠG#1:Prop. ΠG#2:Σ… → G#1 → G#1`) instead of a plain conjunction — a rendering of the same attachment, not a different one. NOTE this unit's PIN currently MISSES (documented draw variance), so no skeleton here is `correct` in this recording.
Synthetic lethality is an interaction between two genetic events.	ΠG#0:Prop. ΠG#1:ΣG#1:§. §(G#1). And(is_a(kind_of(§), §), prep_between(kind_of(§), G#1.1)) → G#0 → G#0	available	available 2026-07-29 (audit): `between` attaches to the copular SUBJECT rather than nesting in the `interaction` NP (the pin's analysis) — the VP-adjunct encoding `And(is_a(SL, interaction), prep_between(SL, events))`. Left `available` DELIBERATELY, with the question recorded rather than guessed: if `interaction` GOVERNS `between` (a relational noun's complement) this is the governed-escape defect and belongs with the `dependence on` row above. I have no lexicon evidence either way, and the VP-adjunct shape is the designed encoding for a circumstantial PP, so refusing it needs the governance fact first. NOTE this unit's PIN currently MISSES — it is the documented draw-variance unit — so neither of its two skeletons is `correct` in this recording.
This impairment can lead to dependence on specific repair proteins.	Possible(And(§(kind_of(§), the(§)), prep_on(the(§), kind_of(ΣG#0:§. And(compound_kind(G#0, §), gt(§(G#0), §))))))	available	available 2026-07-30 (audit): CORRECTED FROM `invalid`. The reading attaches `on` to the verb's SUBJECT — `And(lead(dependence, impairment), prep_on(impairment, proteins))` — instead of nesting it in the object nominal `dependence on X` (the pin). No clause boundary is crossed and both conjuncts sit inside `Possible`, so this is a plain VP-ADJUNCT ATTACHMENT: the same axis already adjudicated `available` on six PP-attachment pins (86db1fd), and the `And(V(subj), prep(subj,obj))` shape is the DESIGNED encoding for a circumstantial PP, not a defect. THE `invalid` VERDICT RESTED ON GOVERNANCE AND THAT EVIDENCE IS NOT AVAILABLE: it claimed the noun `dependence` governs `on`, which is linguistically true but recorded NOWHERE the parser consults — `adjective-frames.tsv` covers ADJECTIVES (`dependent`, `essential`, `concordant`, `associated`), and there is no noun-governance table. Without that fact the reading is merely dispreferred, and `the impairment [acting] on specific repair proteins` is coherent rather than false. CONTRAST with the sibling row «We hypothesized that other DNA repair defects would give rise to …», which stays `invalid`: there the PP escapes a FINITE `that`-CLAUSE onto the matrix subject, a structural scope-island violation that holds regardless of governance. Governance alone is not enough to condemn a reading here; a crossed clause boundary is.
This state has frequent insertion or deletion mutations.	Or(§(kind_of(ΣG#0:§. gt(§(G#0), §)), the(§)), §(kind_of(§), the(§)))	available	available 2026-07-30 (audit): CORRECTED FROM `invalid` — the earlier verdict failed the ledger's own bar. It read `Or(have(Σ:C1512796.frequent, state), have(C1511760, state))` — `frequent` refining only the first disjunct — as the stranded-modifier defect. It is not that defect. THE TEST IS WHETHER THE STRANDED MODIFIER IS TRUTH-CRITICAL, which is exactly how `coordination_may_not_strand_a_modifier` justifies itself: in the germline unit, stranding `germline mutations in` makes the reading assert that MSH6/PMS2/MLH1 THEMSELVES cause Lynch syndrome — false under every sense assignment, because a gene does not cause the syndrome, mutations in it do. Here the second disjunct without `frequent` says `the state has Deletion Mutations`, which is TRUE of a hypermutable MSI state — the paper asserts precisely that. Weaker than the pin's distributed reading, not false. The surface supports it: C1512796 `Insertion Mutation` and C1511760 `Deletion Mutation` are both UMLS multiword concepts, so `[frequent insertion] or [deletion mutations]` is a real bracketing of the string, with `frequent` scoping over the first conjunct only. Marked, but available. CONSEQUENCE FOR THE BACKLOG: the recommendation recorded in 3395845 — extend `coordinate_np`'s member-level parallelism refusal to a clause-level `Or` — is WITHDRAWN. Doing so would delete this legitimate reading. The member-level check is correctly scoped; what distinguishes the two cases is semantic (does the stranding falsify the disjunct), not structural (is the `Or` at member or clause level), so no categorial refusal can separate them.
These mutations occur in nucleotide repeat regions.	§(kind_of(ΣG#0:§. compound_kind(G#0, ΣG#1:§. compound_kind(G#1, §))), the(§))	available	available 2026-07-29 (audit): CORRECTED FROM `invalid` — the earlier verdict was wrong. This is `occur`'s OBLIQUE-ARGUMENT frame, the designed encoding, not an absorbed preposition. All three `occur` synsets carry WordNet sentence frame 4 = `Something is ----ing PP` (authoritative list, doc/man/wninput.5:193), and `classify()` in the WordNet importer maps frame 4 -> `FrameKind::PpOblique`, emitting `(S\NP)/cat_pp_arg(prep_any)`. Its doc says so outright: this REPLACED the former coarse handling where `4/23` became `intransitive with the PP dropped`. Because `⟦cat_pp_arg⟧ = Entity`, a governed argument marker contributes NO `prep_*` relation by construction — so a two-argument application with no `prep_in` is exactly what the frame predicts. Sense 02612368 is even glossed `to be found to exist; sexism occurs IN many workplaces`. The pin takes the ADJUNCT analysis of the same string; this is the ARGUMENT analysis, and WordNet's frame favours it. Ranking's problem. WHY THE FIRST VERDICT WAS WRONG, recorded so the mistake is not repeated: it rested on `occur has no TRANSITIVE frame (8/9/10/11)`, which is true and irrelevant — `PpOblique` is not transitive. Ruling out some frames does not establish `no frame licenses this`, and `invalid` requires inadmissibility under EVERY sense assignment, a negative existential needing the whole frame table. It also named a SUSPECTED source, UMLS `Occur (action)`, which is refuted: `push_entries` emits only `cat_n`/`cat_np`, so the UMLS importer emits no verb categories at all and could never supply a verb frame.
These libraries define genes that were essential for proliferation and survival.	And(§(kind_of(ΣG#0:§. And(gt(§(G#0), §), prep_for(G#0, kind_of(§)))), the(§)), §(kind_of(§), the(§)))	available	available 2026-07-29 (audit): a coordination-scope variant of `essential for proliferation and survival` — the conjunction taken at clause level (`libraries define X and libraries define survival`) or with `proliferation survival` as a compound, against the pin's distributed `prep_for … prep_for`. Structurally admissible; ranking's problem.
The co-occurrence of these two events leads to cell death.	And(is_a(the(ΣG#0:§. prep_of(G#0, the(ΣG#1:§. compound_kind(G#1, §)).1)).1, §), prep_to(the(ΣG#0:§. prep_of(G#0, the(ΣG#1:§. compound_kind(G#1, §)).1)).1, kind_of(§)))	available	available 2026-07-30 (audit): a VERB/NOUN reading of `leads` — "the co-occurrence is a lead … to cell death" against the pin's `lead(cell-death, co-occurrence)`. Left `available`, NOT `invalid`, deliberately: `lead` is a legitimate WordNet noun (the closed-class module says so explicitly when explaining why it is dropped from UMLS but not corpus-wide), and "an indication/lead to X" is coherent English. Wrong here, but a POS ambiguity the ranker should settle, not a structure the grammar must refuse.
We found that WRN was selectively essential in MSI models.	§(is_a(kind_of(§), ΣG#0:§. And(gt(§(G#0), §), prep_in(G#0, kind_of(§)))), speaker)	invalid	invalid 2026-07-30 (audit): a FALSE IDENTITY from the predicative kind-raise (ff1690f). That rule lets a bare kind be predicated with `is_a`, which is right for a genuine predicate nominal ("the group is an indeterminate line") but here the nominal's HEAD is a constituent that belongs elsewhere — the object of a governed preposition, or an adjective's complement — so the assertion identifies two things that cannot be identical under ANY sense assignment. Same defect family as «The lines from rare lineages were less dependent on WRN.», where the MWE `dependent on` stranded the PP object and produced `is_a(cell-line, WRN-protein)`; that instance was fixed at the LEXICON (7a34f71, dropping a multiword adjective that merely restates a governed frame), and these are the residue the same predicative route still reaches by other paths. MECHANISM: the kind-raise must not predicate a nominal whose head is an argument of a preposition or of a gloss-governed adjective. NOTE `adjective-frames.tsv` already records the governance for three of these (`essential`, `concordant`, `associated`), so the test is available where it is needed. HERE: `is_a(WRN, model)` — "WRN is an essential model in MSI". WRN is a gene or a protein; it is not a MODEL. `essential` is gloss-governed for `in`/`for`, so `in MSI models` is its complement, not a nominal head. The pin keeps `essential` predicative with the PP as its argument.
We found that WRN was selectively essential in MSI models.	§(is_a(§, ΣG#0:§. And(gt(§(G#0), §), prep_in(G#0, kind_of(§)))), speaker)	invalid	invalid 2026-07-30 (audit): a FALSE IDENTITY from the predicative kind-raise (ff1690f). That rule lets a bare kind be predicated with `is_a`, which is right for a genuine predicate nominal ("the group is an indeterminate line") but here the nominal's HEAD is a constituent that belongs elsewhere — the object of a governed preposition, or an adjective's complement — so the assertion identifies two things that cannot be identical under ANY sense assignment. Same defect family as «The lines from rare lineages were less dependent on WRN.», where the MWE `dependent on` stranded the PP object and produced `is_a(cell-line, WRN-protein)`; that instance was fixed at the LEXICON (7a34f71, dropping a multiword adjective that merely restates a governed frame), and these are the residue the same predicative route still reaches by other paths. MECHANISM: the kind-raise must not predicate a nominal whose head is an argument of a preposition or of a gloss-governed adjective. NOTE `adjective-frames.tsv` already records the governance for three of these (`essential`, `concordant`, `associated`), so the test is available where it is needed. HERE: `is_a(WRN, model)` — "WRN is an essential model in MSI". WRN is a gene or a protein; it is not a MODEL. `essential` is gloss-governed for `in`/`for`, so `in MSI models` is its complement, not a nominal head. The pin keeps `essential` predicative with the PP as its argument.
These findings show that WRN is a synthetic-lethal vulnerability for MSI cancers.	§(is_a(kind_of(§), ΣG#0:§. is_a(G#0, ΣG#1:§. And(gt(§(G#1), §), prep_for(G#1, kind_of(§))))), the(§))	invalid	invalid 2026-07-30 (audit): a FALSE IDENTITY from the predicative kind-raise (ff1690f). That rule lets a bare kind be predicated with `is_a`, which is right for a genuine predicate nominal ("the group is an indeterminate line") but here the nominal's HEAD is a constituent that belongs elsewhere — the object of a governed preposition, or an adjective's complement — so the assertion identifies two things that cannot be identical under ANY sense assignment. Same defect family as «The lines from rare lineages were less dependent on WRN.», where the MWE `dependent on` stranded the PP object and produced `is_a(cell-line, WRN-protein)`; that instance was fixed at the LEXICON (7a34f71, dropping a multiword adjective that merely restates a governed frame), and these are the residue the same predicative route still reaches by other paths. MECHANISM: the kind-raise must not predicate a nominal whose head is an argument of a preposition or of a gloss-governed adjective. NOTE `adjective-frames.tsv` already records the governance for three of these (`essential`, `concordant`, `associated`), so the test is available where it is needed. HERE: `is_a(WRN, cancer)` — "WRN is a cancer that is a vulnerability for MSI". WRN is not a cancer under any sense; `for MSI cancers` is the vulnerability's complement. The two rows differ only in the WRN sense (gene vs protein), so both are the same misanalysis.
These findings show that WRN is a synthetic-lethal vulnerability for MSI cancers.	§(is_a(§, ΣG#0:§. is_a(G#0, ΣG#1:§. And(gt(§(G#1), §), prep_for(G#1, kind_of(§))))), the(§))	invalid	invalid 2026-07-30 (audit): a FALSE IDENTITY from the predicative kind-raise (ff1690f). That rule lets a bare kind be predicated with `is_a`, which is right for a genuine predicate nominal ("the group is an indeterminate line") but here the nominal's HEAD is a constituent that belongs elsewhere — the object of a governed preposition, or an adjective's complement — so the assertion identifies two things that cannot be identical under ANY sense assignment. Same defect family as «The lines from rare lineages were less dependent on WRN.», where the MWE `dependent on` stranded the PP object and produced `is_a(cell-line, WRN-protein)`; that instance was fixed at the LEXICON (7a34f71, dropping a multiword adjective that merely restates a governed frame), and these are the residue the same predicative route still reaches by other paths. MECHANISM: the kind-raise must not predicate a nominal whose head is an argument of a preposition or of a gloss-governed adjective. NOTE `adjective-frames.tsv` already records the governance for three of these (`essential`, `concordant`, `associated`), so the test is available where it is needed. HERE: `is_a(WRN, cancer)` — "WRN is a cancer that is a vulnerability for MSI". WRN is not a cancer under any sense; `for MSI cancers` is the vulnerability's complement. The two rows differ only in the WRN sense (gene vs protein), so both are the same misanalysis.
These findings show that WRN is a promising drug target for MSI cancers.	§(is_a(kind_of(§), ΣG#0:§. is_a(G#0, ΣG#1:§. And(gt(§(G#1), §), prep_for(G#1, kind_of(§))))), the(§))	invalid	invalid 2026-07-30 (audit): a FALSE IDENTITY from the predicative kind-raise (ff1690f). That rule lets a bare kind be predicated with `is_a`, which is right for a genuine predicate nominal ("the group is an indeterminate line") but here the nominal's HEAD is a constituent that belongs elsewhere — the object of a governed preposition, or an adjective's complement — so the assertion identifies two things that cannot be identical under ANY sense assignment. Same defect family as «The lines from rare lineages were less dependent on WRN.», where the MWE `dependent on` stranded the PP object and produced `is_a(cell-line, WRN-protein)`; that instance was fixed at the LEXICON (7a34f71, dropping a multiword adjective that merely restates a governed frame), and these are the residue the same predicative route still reaches by other paths. MECHANISM: the kind-raise must not predicate a nominal whose head is an argument of a preposition or of a gloss-governed adjective. NOTE `adjective-frames.tsv` already records the governance for three of these (`essential`, `concordant`, `associated`), so the test is available where it is needed. HERE: `is_a(WRN, cancer)` — "WRN is a cancer that is a promising Drug Delivery Systems". Same shape as the sibling `synthetic-lethal vulnerability` unit, same two WRN senses.
These findings show that WRN is a promising drug target for MSI cancers.	§(is_a(§, ΣG#0:§. is_a(G#0, ΣG#1:§. And(gt(§(G#1), §), prep_for(G#1, kind_of(§))))), the(§))	invalid	invalid 2026-07-30 (audit): a FALSE IDENTITY from the predicative kind-raise (ff1690f). That rule lets a bare kind be predicated with `is_a`, which is right for a genuine predicate nominal ("the group is an indeterminate line") but here the nominal's HEAD is a constituent that belongs elsewhere — the object of a governed preposition, or an adjective's complement — so the assertion identifies two things that cannot be identical under ANY sense assignment. Same defect family as «The lines from rare lineages were less dependent on WRN.», where the MWE `dependent on` stranded the PP object and produced `is_a(cell-line, WRN-protein)`; that instance was fixed at the LEXICON (7a34f71, dropping a multiword adjective that merely restates a governed frame), and these are the residue the same predicative route still reaches by other paths. MECHANISM: the kind-raise must not predicate a nominal whose head is an argument of a preposition or of a gloss-governed adjective. NOTE `adjective-frames.tsv` already records the governance for three of these (`essential`, `concordant`, `associated`), so the test is available where it is needed. HERE: `is_a(WRN, cancer)` — "WRN is a cancer that is a promising Drug Delivery Systems". Same shape as the sibling `synthetic-lethal vulnerability` unit, same two WRN senses.
These libraries define genes that were essential for proliferation and survival.	And(And(§(kind_of(ΣG#0:§. gt(§(G#0), §)), the(§)), prep_for(the(§), kind_of(§))), is_a(the(§), §))	invalid	invalid 2026-07-30 (audit): a FALSE IDENTITY from the predicative kind-raise (ff1690f). That rule lets a bare kind be predicated with `is_a`, which is right for a genuine predicate nominal ("the group is an indeterminate line") but here the nominal's HEAD is a constituent that belongs elsewhere — the object of a governed preposition, or an adjective's complement — so the assertion identifies two things that cannot be identical under ANY sense assignment. Same defect family as «The lines from rare lineages were less dependent on WRN.», where the MWE `dependent on` stranded the PP object and produced `is_a(cell-line, WRN-protein)`; that instance was fixed at the LEXICON (7a34f71, dropping a multiword adjective that merely restates a governed frame), and these are the residue the same predicative route still reaches by other paths. MECHANISM: the kind-raise must not predicate a nominal whose head is an argument of a preposition or of a gloss-governed adjective. NOTE `adjective-frames.tsv` already records the governance for three of these (`essential`, `concordant`, `associated`), so the test is available where it is needed. HERE: `is_a(…, survival)` — "the cDNA Library is a survival" / "a gene … that is a survival". Neither a library nor a gene is a survival; `survival` is the second conjunct of `for proliferation and survival`, which the pin attaches as a `prep_for` complement.
These libraries define genes that were essential for proliferation and survival.	§(kind_of(ΣG#0:§. And(And(gt(§(G#0), §), prep_for(G#0, kind_of(§))), is_a(G#0, §))), the(§))	invalid	invalid 2026-07-30 (audit): a FALSE IDENTITY from the predicative kind-raise (ff1690f). That rule lets a bare kind be predicated with `is_a`, which is right for a genuine predicate nominal ("the group is an indeterminate line") but here the nominal's HEAD is a constituent that belongs elsewhere — the object of a governed preposition, or an adjective's complement — so the assertion identifies two things that cannot be identical under ANY sense assignment. Same defect family as «The lines from rare lineages were less dependent on WRN.», where the MWE `dependent on` stranded the PP object and produced `is_a(cell-line, WRN-protein)`; that instance was fixed at the LEXICON (7a34f71, dropping a multiword adjective that merely restates a governed frame), and these are the residue the same predicative route still reaches by other paths. MECHANISM: the kind-raise must not predicate a nominal whose head is an argument of a preposition or of a gloss-governed adjective. NOTE `adjective-frames.tsv` already records the governance for three of these (`essential`, `concordant`, `associated`), so the test is available where it is needed. HERE: `is_a(…, survival)` — "the cDNA Library is a survival" / "a gene … that is a survival". Neither a library nor a gene is a survival; `survival` is the second conjunct of `for proliferation and survival`, which the pin attaches as a `prep_for` complement.
We ascertained MSI status with sequencing.	And(is_a(speaker, ΣG#0:§. And(compound_kind(G#0, §), ΠG#1:Prop. ΠG#2:Entity. §(G#0, G#2) → G#1 → G#1)), prep_with(speaker, kind_of(§)))	invalid	invalid 2026-07-30 (audit): a FALSE IDENTITY from the predicative kind-raise (ff1690f). That rule lets a bare kind be predicated with `is_a`, which is right for a genuine predicate nominal ("the group is an indeterminate line") but here the nominal's HEAD is a constituent that belongs elsewhere — the object of a governed preposition, or an adjective's complement — so the assertion identifies two things that cannot be identical under ANY sense assignment. Same defect family as «The lines from rare lineages were less dependent on WRN.», where the MWE `dependent on` stranded the PP object and produced `is_a(cell-line, WRN-protein)`; that instance was fixed at the LEXICON (7a34f71, dropping a multiword adjective that merely restates a governed frame), and these are the residue the same predicative route still reaches by other paths. MECHANISM: the kind-raise must not predicate a nominal whose head is an argument of a preposition or of a gloss-governed adjective. NOTE `adjective-frames.tsv` already records the governance for three of these (`essential`, `concordant`, `associated`), so the test is available where it is needed. HERE: `is_a(speaker, MSI status)` — "we is a Microsatellite Instability status". The speaker is not a status; `MSI status` is the verb's object.
These classifications were highly concordant with PCR-based MSI phenotyping and with predicted MMR deficiency.	And(And(is_a(the(§), §), prep_with(the(§), kind_of(ΣG#0:§. And(compound_kind(G#0, §), §(G#0, kind_of(§)))))), And(is_a(the(§), §), prep_with(the(§), kind_of(ΣG#0:§. And(compound_kind(G#0, §), ΠG#1:Prop. ΠG#2:Entity. §(G#0, G#2) → G#1 → G#1)))))	invalid	invalid 2026-07-30 (audit): a FALSE IDENTITY from the predicative kind-raise (ff1690f). That rule lets a bare kind be predicated with `is_a`, which is right for a genuine predicate nominal ("the group is an indeterminate line") but here the nominal's HEAD is a constituent that belongs elsewhere — the object of a governed preposition, or an adjective's complement — so the assertion identifies two things that cannot be identical under ANY sense assignment. Same defect family as «The lines from rare lineages were less dependent on WRN.», where the MWE `dependent on` stranded the PP object and produced `is_a(cell-line, WRN-protein)`; that instance was fixed at the LEXICON (7a34f71, dropping a multiword adjective that merely restates a governed frame), and these are the residue the same predicative route still reaches by other paths. MECHANISM: the kind-raise must not predicate a nominal whose head is an argument of a preposition or of a gloss-governed adjective. NOTE `adjective-frames.tsv` already records the governance for three of these (`essential`, `concordant`, `associated`), so the test is available where it is needed. HERE: `is_a(classification, Concordance)` and `is_a(classification, deficiency)` — a classification is neither. `concordant` is gloss-governed for `with` (`adjective-frames.tsv`), so `with PCR-based MSI phenotyping` is its complement; nominalising the adjective strands that PP. Five rows, all the same misanalysis over different senses.
These classifications were highly concordant with PCR-based MSI phenotyping and with predicted MMR deficiency.	is_a(the(§), ΣG#0:§. And(And(gt(§(G#0), §), prep_with(G#0, kind_of(ΣG#1:§. And(compound_kind(G#1, §), §(G#1, kind_of(§)))))), And(gt(§(G#0), §), prep_with(G#0, kind_of(ΣG#1:§. ΠG#2:Prop. ΠG#3:Entity. §(G#1, G#3) → G#2 → G#2)))))	invalid	invalid 2026-07-30 (audit): a FALSE IDENTITY from the predicative kind-raise (ff1690f). That rule lets a bare kind be predicated with `is_a`, which is right for a genuine predicate nominal ("the group is an indeterminate line") but here the nominal's HEAD is a constituent that belongs elsewhere — the object of a governed preposition, or an adjective's complement — so the assertion identifies two things that cannot be identical under ANY sense assignment. Same defect family as «The lines from rare lineages were less dependent on WRN.», where the MWE `dependent on` stranded the PP object and produced `is_a(cell-line, WRN-protein)`; that instance was fixed at the LEXICON (7a34f71, dropping a multiword adjective that merely restates a governed frame), and these are the residue the same predicative route still reaches by other paths. MECHANISM: the kind-raise must not predicate a nominal whose head is an argument of a preposition or of a gloss-governed adjective. NOTE `adjective-frames.tsv` already records the governance for three of these (`essential`, `concordant`, `associated`), so the test is available where it is needed. HERE: `is_a(classification, Concordance)` and `is_a(classification, deficiency)` — a classification is neither. `concordant` is gloss-governed for `with` (`adjective-frames.tsv`), so `with PCR-based MSI phenotyping` is its complement; nominalising the adjective strands that PP. Five rows, all the same misanalysis over different senses.
These classifications were highly concordant with PCR-based MSI phenotyping and with predicted MMR deficiency.	is_a(the(§), ΣG#0:§. And(And(is_a(G#0, §), prep_with(G#0, kind_of(ΣG#1:§. And(compound_kind(G#1, §), §(G#1, kind_of(§)))))), And(is_a(G#0, §), prep_with(G#0, kind_of(ΣG#1:§. ΠG#2:Prop. ΠG#3:Entity. §(G#1, G#3) → G#2 → G#2)))))	invalid	invalid 2026-07-30 (audit): a FALSE IDENTITY from the predicative kind-raise (ff1690f). That rule lets a bare kind be predicated with `is_a`, which is right for a genuine predicate nominal ("the group is an indeterminate line") but here the nominal's HEAD is a constituent that belongs elsewhere — the object of a governed preposition, or an adjective's complement — so the assertion identifies two things that cannot be identical under ANY sense assignment. Same defect family as «The lines from rare lineages were less dependent on WRN.», where the MWE `dependent on` stranded the PP object and produced `is_a(cell-line, WRN-protein)`; that instance was fixed at the LEXICON (7a34f71, dropping a multiword adjective that merely restates a governed frame), and these are the residue the same predicative route still reaches by other paths. MECHANISM: the kind-raise must not predicate a nominal whose head is an argument of a preposition or of a gloss-governed adjective. NOTE `adjective-frames.tsv` already records the governance for three of these (`essential`, `concordant`, `associated`), so the test is available where it is needed. HERE: `is_a(classification, Concordance)` and `is_a(classification, deficiency)` — a classification is neither. `concordant` is gloss-governed for `with` (`adjective-frames.tsv`), so `with PCR-based MSI phenotyping` is its complement; nominalising the adjective strands that PP. Five rows, all the same misanalysis over different senses.
